,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,clusters,cluster
1328,49.26638,-123.1603,99,5,8,0.14,1,0,0,0,pink
1329,49.25875,-123.16869,100,2,62,1.05,1,102,16,0,pink
1330,49.25937,-123.07393,125,2,142,2.41,1,47,36,0,pink
1331,49.26441,-123.05764,275,5,10,0.21,1,0,3,0,pink
1332,49.24944,-123.11123,70,1,15,0.25,1,0,0,0,pink
1333,49.23111,-123.11183,116,4,112,1.89,5,80,18,0,pink
1334,49.27647,-123.12811,149,1,103,1.74,2,0,0,0,pink
1335,49.28993,-123.13938,259,6,25,0.42,2,0,10,0,pink
1336,49.21455,-123.09757,40,7,18,0.31,1,89,0,0,pink
1337,49.2749,-123.11328,125,30,6,0.1,36,99,0,0,pink
1338,49.28003,-123.11121,264,3,3,0.06,1,74,1,0,pink
1339,49.25887,-123.08148,108,2,107,1.81,3,127,17,0,pink
1340,49.24196,-123.03763,250,2,0,0.0,1,0,0,0,pink
1341,49.22481,-123.09307,245,30,1,0.12,1,143,1,0,pink
1342,49.27116058,-123.1024459,250,2,95,1.62,1,17,33,0,pink
1343,49.27958,-123.1196,100,1,0,0.0,1,0,0,0,pink
1344,49.24996,-123.08181,100,1,0,0.0,1,0,0,0,pink
1345,49.27809,-123.12243,231,30,12,0.22,2,0,0,0,pink
1346,49.2815,-123.08059,163,1,202,3.44,1,117,49,0,pink
1347,49.27652,-123.12016,236,30,22,0.49,1,118,13,0,pink
1348,49.27877,-123.12251,116,30,30,0.51,1,0,0,0,pink
1349,49.28317,-123.08406,185,1,242,4.13,1,70,50,0,pink
1350,49.28634,-123.1295,90,2,19,0.32,2,0,0,0,pink
1351,49.22959,-123.178,254,2,81,1.61,2,28,15,0,pink
1352,49.28734,-123.11503,245,30,1,0.02,1,0,0,0,pink
1353,49.27194,-123.12195,250,30,1,0.05,36,332,0,2,dark purple
1354,49.25023,-123.16585,150,2,1,0.02,1,0,0,0,pink
1355,49.23851,-123.0469,150,2,28,0.49,5,300,16,2,dark purple
1356,49.23848,-123.04738,57,1,36,0.61,5,9,10,0,pink
1357,49.23668,-123.10929,98,2,34,0.58,2,345,4,2,dark purple
1358,49.23644,-123.10927,95,2,23,0.39,2,323,5,2,dark purple
1359,49.28855,-123.05989,84,4,80,1.36,2,0,0,0,pink
1360,49.27666,-123.12875,150,1,2,0.03,1,0,0,0,pink
1361,49.27464,-123.12225,132,30,7,0.32,2,222,3,2,dark purple
1362,49.28887,-123.13784,76,3,7,0.12,2,0,0,0,pink
1363,49.23143,-123.11352,114,2,95,1.63,5,41,12,0,pink
1364,49.2786,-123.12892,245,2,1,0.02,1,0,0,0,pink
1365,49.27861,-123.12484,399,30,0,0.0,1,5,0,1,purple
1366,49.28052,-123.12668,264,1,2,0.04,9,0,0,0,pink
1367,49.25681686,-123.1409149,252,4,69,1.18,1,138,16,0,pink
1368,49.24393,-123.0923,500,6,5,0.1,3,73,0,1,purple
1369,49.25891,-123.05207,322,1,178,3.1,1,215,44,2,dark purple
1370,49.2839,-123.05968,150,5,0,0.0,1,0,0,0,pink
1371,49.24059,-123.0787,137,1,304,5.19,1,32,84,0,pink
1372,49.27533,-123.11453,150,30,0,0.0,1,0,0,0,pink
1373,49.23244,-123.10406,80,3,17,0.31,1,6,10,0,pink
1374,49.27846,-123.10824,165,30,13,0.23,1,70,0,0,pink
1375,49.26628,-123.13326,289,3,33,0.57,1,0,0,0,pink
1376,49.28671,-123.12758,350,30,50,0.86,1,312,3,2,dark purple
1377,49.27674,-123.10039,118,1,131,2.3,1,0,0,0,pink
1378,49.23564,-123.11403,90,30,56,0.96,4,111,18,0,pink
1379,49.28142,-123.10315,245,2,26,0.45,1,0,0,0,pink
1380,49.26663,-123.09157,131,2,64,1.1,1,8,11,0,pink
1381,49.28898,-123.13589,120,2,6,0.1,3,0,0,0,pink
1382,49.27096,-123.17555,700,2,53,0.98,1,286,17,1,purple
1383,49.28963,-123.13362,125,2,5,0.09,3,0,0,0,pink
1384,49.27881,-123.09893,220,4,143,2.5,1,198,39,2,dark purple
1385,49.22973,-123.11165,124,2,86,1.48,5,48,22,0,pink
1386,49.22197,-123.08764,242,2,101,1.74,1,126,26,0,pink
1387,49.21619,-123.0864,80,2,1,0.02,1,0,0,0,pink
1388,49.25571,-123.09759,499,30,104,1.79,1,0,3,1,purple
1389,49.24377,-123.0937,149,2,123,2.11,1,0,19,0,pink
1390,49.27763,-123.11549,475,1,17,0.3,2,344,4,1,purple
1391,49.2583,-123.1182,109,30,0,0.0,1,0,0,0,pink
1392,49.24804,-123.15723,189,1,9,0.15,1,0,0,0,pink
1393,49.2193,-123.08204,70,7,11,0.19,1,143,0,0,pink
1394,49.27349,-123.12701,120,4,30,0.62,1,0,3,0,pink
1395,49.27875,-123.11443,175,30,15,0.26,12,249,4,2,dark purple
1396,49.25212,-123.05021,178,5,29,0.51,1,17,0,0,pink
1397,49.27034,-123.15893,92,30,21,0.39,3,87,5,0,pink
1398,49.23739,-123.04725,93,1,18,0.32,5,2,3,0,pink
1399,49.21315,-123.11638,120,3,36,0.62,6,59,17,0,pink
1400,49.26766,-123.10797,102,30,11,0.22,2,145,4,0,pink
1401,49.21893,-123.04533,237,2,6,0.14,1,41,0,0,pink
1402,49.29007,-123.04229,300,1,44,0.77,3,282,7,2,dark purple
1403,49.22227,-123.14385,85,4,5,0.09,4,0,0,0,pink
1404,49.27775,-123.08402,170,5,13,0.24,2,62,5,0,pink
1405,49.27843,-123.12337,240,2,204,3.55,1,145,53,0,pink
1406,49.24938,-123.09775,138,1,171,3.12,3,309,39,2,dark purple
1407,49.25137192,-123.0958511,200,3,96,1.67,1,87,13,0,pink
1408,49.28016,-123.08505,202,2,134,2.32,1,148,43,0,pink
1409,49.27956,-123.1198,110,30,9,0.18,36,80,1,0,pink
1410,49.28326,-123.116547,129,30,11,0.27,1,215,2,2,dark purple
1411,49.28333,-123.05654,94,14,3,0.05,3,0,0,0,pink
1412,49.24936,-123.10836,140,3,168,2.93,1,74,42,0,pink
1413,49.23439,-123.15595,78,30,5,0.12,2,179,2,2,dark purple
1414,49.22216,-123.14425,85,4,11,0.19,4,0,0,0,pink
1415,49.26558,-123.06377,295,4,187,3.24,1,290,49,2,dark purple
1416,49.22404,-123.14385,100,3,4,0.08,4,0,0,0,pink
1417,49.2719,-123.15164,87,30,2,0.09,34,0,1,0,pink
1418,49.26861,-123.07135,150,5,0,0.0,1,0,0,0,pink
1419,49.27688,-123.02622,130,28,12,0.24,4,38,3,0,pink
1420,49.26192,-123.0744,208,5,187,3.31,1,28,35,0,pink
1421,49.29069,-123.05507,329,5,22,0.38,1,85,1,0,pink
1422,49.2795,-123.11698,199,30,2,0.04,1,145,0,0,pink
1423,49.27636,-123.13203,405,2,255,4.46,1,143,70,1,purple
1424,49.28024,-123.123,90,30,20,0.38,2,0,5,0,pink
1425,49.26035,-123.0538,312,1,377,6.57,1,267,87,2,dark purple
1426,49.27235,-123.14831,350,30,6,0.37,12,318,4,2,dark purple
1427,49.29041,-123.12514,104,30,4,0.1,34,0,0,0,pink
1428,49.25618,-123.18056,150,30,4,0.07,1,0,0,0,pink
1429,49.28053,-123.10803,281,2,254,4.44,1,62,56,0,pink
1430,49.28394855,-123.1344658,111,29,1,0.42,1,222,1,2,dark purple
1431,49.275238,-123.066353,100,2,216,3.79,1,209,50,2,dark purple
1432,49.23149,-123.02698,134,15,63,1.14,2,265,9,2,dark purple
1433,49.27947,-123.11866,170,30,0,0.0,1,83,0,0,pink
1434,49.27191,-123.0659,110,1,17,2.79,1,6,17,0,pink
1435,49.24215,-123.08469,400,5,3,0.06,1,0,0,1,purple
1436,49.26088,-123.08825,160,4,129,2.3,1,24,28,0,pink
1437,49.27731,-123.13045,235,2,116,2.04,1,195,39,2,dark purple
1438,49.28183,-123.10465,160,14,49,0.87,1,315,8,2,dark purple
1439,49.24718,-123.14192,97,1,0,0.0,1,0,0,0,pink
1440,49.21219,-123.11335,40,30,7,0.15,5,64,1,0,pink
1441,49.21415,-123.11351,56,30,10,0.34,5,36,6,0,pink
1442,49.21356,-123.11131,45,30,2,0.07,5,35,0,0,pink
1443,49.21206,-123.112,45,30,14,0.27,5,43,5,0,pink
1444,49.27672,-123.10049,79,2,82,1.46,1,0,0,0,pink
1445,49.23574,-123.14402,137,1,48,0.85,3,25,4,0,pink
1446,49.2796,-123.12021,69,30,144,2.53,6,279,7,2,dark purple
1447,49.23699,-123.04737,256,2,8,0.14,5,12,4,0,pink
1448,49.28220895,-123.0835428,242,2,143,2.55,1,168,37,2,dark purple
1449,49.28825,-123.04841,114,1,106,1.89,3,34,19,0,pink
1450,49.28046,-123.11882,350,5,10,0.18,1,18,2,0,pink
1451,49.28249,-123.10305,140,20,69,1.24,1,0,0,0,pink
1452,49.28987,-123.0492,99,1,106,1.87,3,37,21,0,pink
1453,49.27672,-123.14587,150,2,253,4.53,1,19,81,0,pink
1454,49.28053,-123.0852,179,2,51,2.26,1,127,40,0,pink
1455,49.29046,-123.12644,139,30,3,0.06,34,0,1,0,pink
1456,49.26463,-123.12388,339,3,14,0.26,1,25,0,0,pink
1457,49.28124,-123.11812,250,2,19,0.35,1,0,0,0,pink
1458,49.2533,-123.07999,216,1,97,1.71,1,0,0,0,pink
1459,49.26089,-123.10111,160,10,78,1.4,1,264,18,2,dark purple
1460,49.21456,-123.10065,165,2,36,0.65,1,52,5,0,pink
1461,49.28014,-123.12497,233,1,191,3.4,1,50,44,0,pink
1462,49.21282,-123.08991,89,2,59,1.06,1,0,0,0,pink
1463,49.27766,-123.13083,125,30,0,0.0,1,0,0,0,pink
1464,49.24183,-123.10272,99,5,6,0.11,3,326,4,2,dark purple
1465,49.253,-123.18431,151,1,171,3.05,1,96,34,0,pink
1466,49.27239,-123.20732,300,3,42,0.76,1,361,9,2,dark purple
1467,49.26811,-123.06223,475,3,3,0.06,1,0,1,1,purple
1468,49.26033135,-123.093341,527,1,66,1.33,1,27,0,1,purple
1469,49.27987,-123.12306,109,30,9,0.17,7,104,3,0,pink
1470,49.28301,-123.09135,50,3,21,0.38,1,0,0,0,pink
1471,49.2769,-123.11652,190,30,62,1.15,2,0,0,0,pink
1472,49.26568,-123.10091,236,4,69,1.24,1,13,18,0,pink
1473,49.28054,-123.13063,62,30,37,0.8,6,31,14,0,pink
1474,49.25028,-123.10089,275,2,3,0.06,1,0,0,0,pink
1475,49.2801,-123.12652,100,30,3,0.06,1,221,0,2,dark purple
1476,49.29090572,-123.1390887,415,2,144,2.59,1,161,46,1,purple
1477,49.26689,-123.0564,118,2,32,0.62,1,94,10,0,pink
1478,49.281,-123.10746,306,2,111,2.49,2,135,54,0,pink
1479,49.28019,-123.12316,185,2,51,0.92,1,38,25,0,pink
1480,49.29208211,-123.1421027,200,30,0,0.0,1,364,0,2,dark purple
1481,49.21615,-123.14643,135,2,119,2.34,1,97,35,0,pink
1482,49.27389,-123.11694,120,30,0,0.0,2,0,0,0,pink
1483,49.2631,-123.08112,68,1,1,0.02,1,0,0,0,pink
1484,49.28873,-123.11745,692,15,0,0.0,23,179,0,1,purple
1485,49.26024,-123.17907,200,15,3,0.06,2,52,0,0,pink
1486,49.28563,-123.12459,423,4,89,1.6,6,118,29,1,purple
1487,49.24196,-123.10166,251,3,24,0.44,3,274,6,2,dark purple
1488,49.27606,-123.12951,113,2,6,0.11,1,0,0,0,pink
1489,49.27507,-123.11667,110,30,13,0.24,1,162,4,0,pink
1490,49.24668,-123.0992,155,14,6,0.8,1,250,6,2,dark purple
1491,49.27384,-123.06744,123,3,110,2.0,2,170,28,0,pink
1492,49.23336,-123.09936,200,3,74,1.33,1,0,0,0,pink
1493,49.24002,-123.07362,207,3,101,1.84,1,85,39,0,pink
1494,49.27815,-123.10628,270,2,110,4.5,1,166,62,2,dark purple
1495,49.2742,-123.14454,123,28,13,0.26,1,56,3,0,pink
1496,49.25334,-123.08245,130,3,57,1.04,1,27,1,0,pink
1497,49.27105,-123.10296,120,30,2,0.04,2,0,0,0,pink
1498,49.26576,-123.05503,120,1,99,1.79,1,122,30,0,pink
1499,49.22245,-123.1458,75,5,3,0.06,4,0,0,0,pink
1500,49.23414,-123.04269,550,4,106,1.93,1,117,23,1,purple
1501,49.27854,-123.12318,229,1,172,3.12,1,61,44,0,pink
1502,49.26077,-123.1995,349,3,5,0.1,1,0,0,0,pink
1503,49.28123,-123.08986,165,2,24,0.43,1,0,0,0,pink
1504,49.28718,-123.13794,50,1,27,0.49,1,0,0,0,pink
1505,49.28307,-123.12555,125,30,2,0.05,36,314,0,2,dark purple
1506,49.25258,-123.07974,125,10,35,0.73,1,18,9,0,pink
1507,49.27524,-123.1295,150,30,11,0.2,1,282,2,2,dark purple
1508,49.26574,-123.16033,170,5,96,1.78,1,232,26,2,dark purple
1509,49.28039,-123.12187,165,30,2,0.04,1,24,0,0,pink
1510,49.22564,-123.08796,120,30,0,0.0,1,0,0,0,pink
1511,49.27547,-123.12861,329,2,142,2.63,1,278,25,2,dark purple
1512,49.27099,-123.05703,175,1,82,1.5,1,90,21,0,pink
1513,49.27539,-123.13316,596,3,142,2.72,3,291,22,1,purple
1514,49.26724,-123.14109,995,3,0,0.0,1,0,0,1,purple
1515,49.28154,-123.06002,290,2,19,0.97,1,0,12,0,pink
1516,49.23119,-123.09892,428,2,6,0.12,2,24,4,1,purple
1517,49.23157,-123.09974,515,1,28,0.57,2,33,7,1,purple
1518,49.26806,-123.1644,240,30,8,0.16,2,189,0,2,dark purple
1519,49.27273,-123.07279,225,3,12,0.22,2,0,0,0,pink
1520,49.27214,-123.16703,165,30,0,0.0,1,0,0,0,pink
1521,49.26671,-123.14494,232,3,7,0.13,1,0,0,0,pink
1522,49.22767,-123.03541,550,4,111,2.05,1,101,27,1,purple
1523,49.23858,-123.02487,92,4,40,0.74,1,0,0,0,pink
1524,49.26181,-123.14399,78,3,18,0.33,1,0,0,0,pink
1525,49.26002,-123.12768,175,30,11,0.21,30,0,2,0,pink
1526,49.28038,-123.12471,150,2,82,1.5,1,0,0,0,pink
1527,49.27701,-123.124,85,30,0,0.0,1,0,0,0,pink
1528,49.28048,-123.12496,233,1,211,3.87,1,56,53,0,pink
1529,49.27532,-123.12493,199,30,0,0.0,1,152,0,0,pink
1530,49.25974,-123.12675,175,30,11,0.23,30,186,3,2,dark purple
1531,49.26513,-123.10181,125,2,0,0.0,3,0,0,0,pink
1532,49.25095,-123.18333,309,1,3,0.06,1,334,0,2,dark purple
1533,49.28029,-123.12292,150,30,10,0.22,12,271,1,2,dark purple
1534,49.28159,-123.10816,203,3,61,1.13,1,142,1,0,pink
1535,49.28108,-123.10876,99,3,3,0.07,1,0,0,0,pink
1536,49.25979,-123.16979,150,1,60,1.13,1,0,0,0,pink
1537,49.24876,-123.16433,130,30,1,0.02,7,284,0,2,dark purple
1538,49.24557,-123.19187,149,1,66,5.88,1,283,66,2,dark purple
1539,49.27744,-123.05046,65,30,11,0.24,1,41,4,0,pink
1540,49.27685,-123.03291,99,1,74,5.61,1,58,71,0,pink
1541,49.27867039,-123.109067,252,2,4,4.0,1,107,4,0,pink
1542,49.28192,-123.12952,60,30,17,0.32,6,31,1,0,pink
1543,49.27017,-123.06409,450,4,0,0.0,1,0,0,1,purple
1544,49.23892,-123.17921,131,1,122,2.28,2,135,39,0,pink
1545,49.24909,-123.16779,120,30,0,0.0,7,285,0,2,dark purple
1546,49.24668,-123.16321,120,30,0,0.0,7,189,0,2,dark purple
1547,49.24731,-123.16555,255,30,57,1.06,7,284,0,2,dark purple
1548,49.24679,-123.09755,395,5,5,0.1,1,0,0,1,purple
1549,49.23848,-123.17721,115,1,82,1.55,2,36,26,0,pink
1550,49.2884,-123.12755,120,30,7,0.15,2,270,2,2,dark purple
1551,49.26087,-123.05738,250,3,19,0.36,2,67,0,0,pink
1552,49.2873,-123.12704,122,30,0,0.0,7,67,0,0,pink
1553,49.24117,-123.02709,90,30,43,0.87,2,268,5,2,dark purple
1554,49.26054,-123.05792,55,1,70,1.31,2,0,0,0,pink
1555,49.27082,-123.18064,600,30,0,0.0,1,0,0,1,purple
1556,49.26017,-123.09725,101,5,54,1.02,1,5,26,0,pink
1557,49.24687,-123.16086,61,3,152,2.83,1,240,57,2,dark purple
1558,49.27807,-123.12233,175,30,44,0.96,41,340,10,2,dark purple
1559,49.27807,-123.12233,556,1,185,3.77,41,326,59,1,purple
1560,49.27807236,-123.1223297,210,30,36,0.68,41,335,2,2,dark purple
1561,49.27807,-123.12233,579,1,74,1.48,41,336,18,1,purple
1562,49.27807236,-123.1223297,210,30,22,0.45,41,314,1,2,dark purple
1563,49.28267,-123.10929,281,2,37,0.76,1,56,0,0,pink
1564,49.21282,-123.1339,75,1,93,1.79,2,98,27,0,pink
1565,49.27339,-123.12682,175,2,4,0.08,1,0,0,0,pink
1566,49.23486,-123.06865,120,30,20,0.38,4,303,3,2,dark purple
1567,49.2677,-123.1865,125,2,6,0.11,1,0,0,0,pink
1568,49.26047,-123.1076,131,5,4,0.08,1,0,0,0,pink
1569,49.28101,-123.05851,240,2,123,2.51,1,61,46,0,pink
1570,49.27286,-123.1511,320,30,112,2.16,3,231,34,2,dark purple
1571,49.28036,-123.12206,275,3,160,3.02,1,11,53,0,pink
1572,49.2901,-123.13296,165,30,11,0.33,37,64,5,0,pink
1573,49.29161,-123.13427,165,30,12,0.36,37,40,2,0,pink
1574,49.28614,-123.1268,582,1,41,0.79,1,75,18,1,purple
1575,49.27431,-123.12379,170,30,3,0.07,36,177,0,2,dark purple
1576,49.28653,-123.12339,450,3,0,0.0,1,360,0,1,purple
1577,49.23641,-123.19358,262,2,29,0.56,1,304,0,2,dark purple
1578,49.25602,-123.11392,500,5,1,0.02,1,0,0,1,purple
1579,49.27772,-123.11118,236,3,37,0.71,1,108,22,0,pink
1580,49.28036,-123.10741,260,30,137,2.64,1,327,4,2,dark purple
1581,49.28058,-123.07253,46,1,108,2.06,1,0,9,0,pink
1582,49.25466,-123.09249,216,5,42,0.8,1,38,23,0,pink
1583,49.22389,-123.13323,664,2,77,1.53,1,223,34,1,purple
1584,49.25741,-123.07923,280,3,1,0.02,1,0,0,0,pink
1585,49.24123,-123.15481,79,3,127,2.45,2,103,48,0,pink
1586,49.27785,-123.12058,83,30,0,0.0,2,0,0,0,pink
1587,49.27915,-123.10546,125,3,35,0.67,1,162,0,0,pink
1588,49.26755,-123.06032,50,1,33,0.63,3,0,0,0,pink
1589,49.28032,-123.10733,113,3,144,2.75,2,26,44,0,pink
1590,49.27686,-123.13359,140,30,61,1.16,4,12,4,0,pink
1591,49.28004,-123.12225,150,2,41,0.94,1,0,13,0,pink
1592,49.24897,-123.09944,140,1,104,2.98,3,278,52,2,dark purple
1593,49.25794,-123.18397,139,2,22,0.47,1,51,6,0,pink
1594,49.27939,-123.1205,55,30,9,0.2,6,148,1,0,pink
1595,49.27603,-123.11703,129,1,0,0.0,1,0,0,0,pink
1596,49.26523,-123.12232,363,3,132,2.52,1,88,30,1,purple
1597,49.24392,-123.09669,120,30,11,0.23,1,292,2,2,dark purple
1598,49.27922,-123.12147,285,1,364,7.02,1,48,106,0,pink
1599,49.25161,-123.11842,127,2,130,2.53,1,56,38,0,pink
1600,49.27524,-123.13402,224,4,105,2.19,1,24,43,0,pink
1601,49.27867,-123.12485,145,30,15,0.29,4,143,5,0,pink
1602,49.26634,-123.15949,98,30,20,0.41,1,54,5,0,pink
1603,49.26352,-123.04747,89,2,40,0.77,3,281,21,2,dark purple
1604,49.27923,-123.12314,234,1,205,3.95,1,44,67,0,pink
1605,49.23933,-123.19086,165,5,50,1.0,1,46,9,0,pink
1606,49.25181,-123.09163,200,30,30,0.59,2,30,0,0,pink
1607,49.22042,-123.15534,285,30,0,0.0,2,184,0,2,dark purple
1608,49.26737,-123.14052,145,30,47,0.91,4,289,3,2,dark purple
1609,49.25176,-123.17397,110,1,17,0.34,1,0,9,0,pink
1610,49.28026,-123.02393,110,14,39,0.75,1,0,4,0,pink
1611,49.29295,-123.04857,97,2,56,5.22,1,258,56,2,dark purple
1612,49.2809,-123.10524,108,30,57,1.09,2,220,5,2,dark purple
1613,49.26845,-123.07265,175,3,20,0.4,1,0,0,0,pink
1614,49.23514,-123.10575,370,7,116,2.27,1,198,36,1,purple
1615,49.28366,-123.10672,200,4,9,0.38,3,334,6,2,dark purple
1616,49.23506,-123.14177,168,1,15,0.72,3,44,10,0,pink
1617,49.24284,-123.07443,149,1,44,0.85,1,0,0,0,pink
1618,49.25177,-123.06269,250,5,7,0.14,1,0,0,0,pink
1619,49.27173,-123.16328,128,1,270,5.24,2,185,71,2,dark purple
1620,49.25685,-123.15653,159,2,60,1.21,1,60,28,0,pink
1621,49.23912,-123.06857,120,4,3,0.06,1,0,0,0,pink
1622,49.28963,-123.13398,135,30,14,0.4,37,27,2,0,pink
1623,49.2834,-123.0552,251,2,76,1.51,1,103,28,0,pink
1624,49.27459,-123.12875,235,1,9,0.17,1,350,2,2,dark purple
1625,49.24842,-123.11655,56,30,7,0.17,1,100,4,0,pink
1626,49.27455,-123.13215,750,3,57,1.12,36,312,14,1,purple
1627,49.23097,-123.11167,118,3,74,1.43,5,83,24,0,pink
1628,49.26797,-123.17143,458,2,59,1.14,1,90,26,1,purple
1629,49.28093,-123.10542,275,30,25,0.49,1,323,0,2,dark purple
1630,49.28089,-123.11794,818,30,26,0.5,1,178,0,1,purple
1631,49.29044,-123.13468,165,30,7,0.14,37,18,2,0,pink
1632,49.23490143,-123.1131592,94,7,19,0.38,4,44,5,0,pink
1633,49.2689,-123.15981,70,2,58,1.13,1,0,0,0,pink
1634,49.29191,-123.13479,165,30,9,0.18,37,89,3,0,pink
1635,49.24279,-123.17161,168,1,4,3.08,3,6,4,0,pink
1636,49.28525239,-123.1299003,152,30,0,0.0,1,292,0,2,dark purple
1637,49.21505,-123.15128,111,2,65,1.37,1,96,26,0,pink
1638,49.21354,-123.13497,400,3,19,0.37,2,0,0,1,purple
1639,49.21163,-123.13445,50,4,25,0.49,2,0,0,0,pink
1640,49.24424,-123.05248,429,1,106,2.06,1,160,11,1,purple
1641,49.27967834,-123.1088333,248,1,129,2.51,1,59,65,0,pink
1642,49.24745,-123.12041,114,30,70,1.38,2,92,11,0,pink
1643,49.23956,-123.15643,65,14,18,0.35,2,70,4,0,pink
1644,49.27979,-123.1187,140,4,3,0.06,1,0,0,0,pink
1645,49.25533,-123.10414,400,1,151,2.94,3,72,55,1,purple
1646,49.27402,-123.05813,141,1,162,3.19,2,80,61,0,pink
1647,49.21805,-123.06224,129,2,134,2.63,1,96,38,0,pink
1648,49.26849,-123.14749,319,2,7,0.47,1,0,4,0,pink
1649,49.27974,-123.13497,120,30,1,0.02,1,0,0,0,pink
1650,49.21107,-123.13433,62,1,68,1.36,2,40,34,0,pink
1651,49.28112,-123.10733,222,28,27,0.53,1,311,2,2,dark purple
1652,49.25644,-123.16395,120,5,127,2.49,1,9,28,0,pink
1653,49.26433,-123.10152,160,30,0,0.0,1,91,0,0,pink
1654,49.27583,-123.13308,626,2,186,3.71,1,22,64,1,purple
1655,49.25626,-123.16381,509,3,31,0.64,1,21,14,1,purple
1656,49.2458,-123.05679,274,2,49,0.96,2,204,21,2,dark purple
1657,49.22962,-123.08003,72,2,76,1.51,2,50,12,0,pink
1658,49.26100302,-123.0870662,709,2,102,3.34,1,290,63,1,purple
1659,49.27806854,-123.1237411,200,3,34,0.67,1,0,4,0,pink
1660,49.2834,-123.10224,192,2,267,5.28,1,261,85,2,dark purple
1661,49.28102,-123.10638,190,2,192,3.77,1,50,55,0,pink
1662,49.25558,-123.08802,60,1,52,1.02,1,0,0,0,pink
1663,49.28603,-123.12466,319,30,2,0.04,1,179,0,2,dark purple
1664,49.25206,-123.05795,45,2,2,0.04,1,0,0,0,pink
1665,49.20999,-123.14678,230,2,25,0.5,1,0,0,0,pink
1666,49.28061,-123.12449,258,1,174,3.41,1,53,36,0,pink
1667,49.23189,-123.14962,138,1,243,4.82,1,77,95,0,pink
1668,49.28234479,-123.1270264,249,10,48,0.98,2,19,19,0,pink
1669,49.24657,-123.12891,175,2,9,0.18,1,0,4,0,pink
1670,49.27621,-123.11033,800,1,0,0.0,1,0,0,1,purple
1671,49.22917,-123.02698,153,15,44,0.88,2,281,8,2,dark purple
1672,49.28123,-123.04761,300,4,25,0.53,1,117,4,0,pink
1673,49.27844,-123.08527,399,4,18,0.38,3,130,3,1,purple
1674,49.27821,-123.07952,70,2,219,4.32,1,17,77,0,pink
1675,49.22509,-123.18899,150,5,3,0.06,1,0,0,0,pink
1676,49.22962,-123.0798,50,2,67,1.34,2,37,5,0,pink
1677,49.22657,-123.03997,225,30,76,1.51,1,64,7,0,pink
1678,49.27603,-123.13021,104,30,11,0.22,2,298,4,2,dark purple
1679,49.26413,-123.17343,175,7,24,0.48,1,220,0,2,dark purple
1680,49.23132,-123.10991,96,1,12,2.9,3,1,12,0,pink
1681,49.23208,-123.11157,95,1,14,0.28,3,2,12,0,pink
1682,49.23751,-123.1815,139,2,67,1.33,1,111,46,0,pink
1683,49.28935,-123.13468,159,30,9,0.2,37,87,1,0,pink
1684,49.29056,-123.13529,165,30,14,0.41,37,76,4,0,pink
1685,49.24872,-123.08863,299,3,3,0.06,1,0,0,0,pink
1686,49.28821,-123.1268,250,30,0,0.0,1,251,0,2,dark purple
1687,49.26599,-123.15889,357,4,7,0.15,2,0,0,1,purple
1688,49.26282,-123.0351,86,1,75,1.48,2,38,23,0,pink
1689,49.25765,-123.08032,233,3,26,0.51,2,24,2,0,pink
1690,49.25758,-123.18031,600,3,7,0.14,1,82,0,1,purple
1691,49.24869,-123.1142,80,30,22,0.44,1,107,0,0,pink
1692,49.25987,-123.10713,204,30,57,1.13,1,188,3,2,dark purple
1693,49.24971,-123.06113,90,1,103,2.09,1,7,73,0,pink
1694,49.27939,-123.12067,220,30,37,0.78,1,124,10,0,pink
1695,49.23677,-123.09062,38,1,11,0.22,2,0,0,0,pink
1696,49.26402,-123.1196,400,3,14,0.28,1,0,1,1,purple
1697,49.25861,-123.08109,100,1,18,0.37,2,0,12,0,pink
1698,49.23005,-123.15891,110,1,30,0.6,9,59,11,0,pink
1699,49.274452,-123.127953,397,2,144,3.0,1,118,61,1,purple
1700,49.27716,-123.03378,113,1,47,0.95,1,0,0,0,pink
1701,49.25217,-123.12009,200,7,93,1.86,1,191,31,2,dark purple
1702,49.28285,-123.03092,118,1,166,3.31,1,112,56,0,pink
1703,49.23677,-123.05548,89,1,124,2.47,1,88,22,0,pink
1704,49.26358,-123.06453,71,3,174,3.48,1,2,40,0,pink
1705,49.2519,-123.183,139,1,113,2.24,3,42,33,0,pink
1706,49.28442,-123.12381,480,5,6,0.13,23,167,0,1,purple
1707,49.27067584,-123.1626074,316,17,1,0.02,2,70,0,0,pink
1708,49.27043,-123.05802,157,3,99,1.97,1,35,24,0,pink
1709,49.22902,-123.16066,97,1,12,0.25,9,64,9,0,pink
1710,49.28302,-123.02837,55,3,27,0.54,1,0,0,0,pink
1711,49.25355,-123.18299,149,1,80,1.61,3,32,16,0,pink
1712,49.27634,-123.11305,152,30,17,0.42,2,0,3,0,pink
1713,49.25414,-123.07883,173,1,171,3.41,3,79,57,0,pink
1714,49.26626,-123.20078,161,2,126,2.68,1,54,62,0,pink
1715,49.28856,-123.05991,130,3,108,2.24,1,7,39,0,pink
1716,49.22895,-123.04251,59,2,58,1.17,2,163,19,0,pink
1717,49.24149,-123.08796,51,30,8,0.17,5,242,4,2,dark purple
1718,49.22984,-123.18895,104,1,258,5.14,1,113,89,0,pink
1719,49.2276,-123.08981,127,3,99,2.0,1,72,49,0,pink
